Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2021,4,17,3,159,326,429,474,NK,7975,TN321,413,382,274,0,7,SFO,ATL,1507,17,17,0,None,0,0,0,0,0,0
2019,10,23,7,638,1414,522,357,F9,2223,TN789,306,98,65,0,9,DEN,LAX,1154,23,43,0,None,0,0,0,0,0,0
2022,7,23,1,1055,629,1371,1766,UA,8022,TN456,433,354,151,21,0,ATL,DFW,501,12,1,0,None,0,3,24,17,5,13
2021,8,2,3,333,2019,1574,1479,UA,52,TN123,304,324,33,4,37,DFW,SFO,2350,11,25,0,None,0,7,0,0,0,0
2022,1,9,3,891,2131,1974,1369,AA,2345,TN789,190,238,286,0,16,LAX,LAX,1123,29,56,0,None,0,0,0,0,0,0
2020,4,9,2,2016,2193,2089,1953,WN,5065,TN456,277,186,41,16,8,ATL,JFK,1679,8,51,0,None,0,3,10,11,2,0
2020,6,5,4,351,2028,1738,1906,NK,6487,TN789,348,104,125,24,28,ORD,ORD,1603,23,23,0,None,0,11,23,21,1,23
2021,3,15,5,1362,1194,93,832,NK,5831,TN321,481,371,24,0,0,ORD,LAX,2523,0,47,0,None,0,0,0,0,0,0
2022,5,15,3,925,2024,1173,1353,UA,4696,TN789,217,316,200,0,0,DFW,SFO,2653,4,26,0,None,0,0,0,0,0,0
2022,10,3,7,1423,1357,498,1008,B6,4267,TN789,48,260,415,31,18,ORD,LAX,1299,27,54,0,None,0,2,13,14,3,12
2022,9,19,5,1419,1549,980,442,B6,1659,TN123,273,94,168,8,21,SFO,SFO,1619,3,52,0,None,0,6,0,24,0,0
2019,11,28,2,59,568,484,600,WN,7369,TN789,142,300,354,3,0,ATL,SFO,775,3,58,0,None,0,13,0,0,0,0
2020,3,3,1,0,1945,664,1474,B6,5184,TN789,441,112,299,3,0,ORD,DEN,1387,13,51,0,None,0,19,0,0,0,0
2022,5,6,6,1578,346,627,486,F9,9079,TN321,307,103,32,34,0,SFO,LAX,2172,10,53,0,None,0,14,1,3,6,12
2022,8,4,3,310,407,1684,2052,WN,5622,TN321,80,294,371,10,17,DFW,DEN,523,22,28,0,None,0,11,0,13,0,0
2019,6,24,4,2215,132,731,631,B6,4011,TN321,373,298,45,13,4,DFW,LAX,1602,13,57,0,None,0,3,12,13,0,0
2019,4,13,6,2239,613,191,1754,AA,636,TN123,152,405,59,1,9,SFO,DEN,1744,11,46,0,None,0,5,0,0,0,0
2022,8,27,2,707,105,1768,1578,NK,6422,TN321,267,330,301,5,0,JFK,ATL,2830,15,7,0,None,0,2,0,0,0,0
2018,11,13,5,1181,2218,1244,1211,B6,175,TN321,348,119,448,0,6,DEN,DEN,1278,25,52,0,None,0,0,0,0,0,0
2022,3,27,7,1780,261,1070,25,NK,9249,TN789,91,419,305,14,0,SFO,ATL,588,14,30,0,None,0,4,1,12,0,0
2022,3,11,1,1523,493,2174,2209,AA,9941,TN789,442,389,83,0,15,SFO,ATL,2569,9,33,1,D,0,0,0,0,0,0
2019,4,5,5,1363,1474,695,1663,B6,8760,TN123,103,329,130,9,29,DEN,JFK,208,3,13,0,None,0,13,0,16,0,0
2019,9,1,4,857,289,1139,1096,B6,6157,TN321,274,31,348,0,0,SFO,DFW,2779,0,3,0,None,0,0,0,0,0,0
2022,5,9,3,2161,1868,563,1256,B6,9976,TN456,61,442,107,0,23,ORD,ATL,2876,18,42,0,None,0,0,0,0,0,0
2022,8,17,4,918,1337,22,1129,AA,7708,TN789,486,205,143,13,1,ORD,DFW,2032,7,48,0,None,0,5,3,16,0,0
2022,6,22,5,608,2132,444,900,B6,7010,TN456,182,154,441,5,8,JFK,DEN,952,29,28,0,None,0,12,0,0,0,0
2019,3,1,5,308,1438,776,8,B6,2144,TN456,173,297,165,0,0,ORD,JFK,2482,9,56,0,None,0,0,0,0,0,0
2022,8,3,6,1343,1352,2044,49,NK,7000,TN321,44,244,412,0,0,ORD,ORD,728,6,53,0,None,0,0,0,0,0,0
2022,12,15,4,211,44,707,1545,F9,1475,TN456,472,399,233,9,28,DEN,DFW,2683,1,38,0,None,0,19,0,15,0,0
2021,9,26,4,184,814,432,441,DL,5245,TN123,333,96,147,0,0,ATL,JFK,547,22,32,1,B,0,0,0,0,0,0
2018,8,21,4,1228,464,472,1801,AA,7249,TN123,303,207,313,0,26,JFK,ORD,216,1,20,0,None,1,0,0,0,0,0
2020,4,26,1,1387,199,47,1613,F9,4103,TN789,274,296,168,21,14,ATL,JFK,1104,21,40,0,None,0,16,14,9,0,29
2018,11,23,7,1239,328,1914,2083,UA,330,TN456,308,34,346,0,0,ATL,DEN,1887,23,48,0,None,0,0,0,0,0,0
2021,6,10,5,245,2287,1105,2165,NK,2674,TN123,84,330,159,0,28,JFK,DFW,2889,18,0,0,None,0,0,0,0,0,0
2020,1,8,2,238,1907,2310,701,WN,4623,TN123,71,231,311,0,2,SFO,SFO,587,11,26,0,None,0,0,0,0,0,0
2022,4,12,1,1828,797,1890,753,NK,5233,TN456,416,146,141,0,22,DEN,DEN,2765,18,1,0,None,0,0,0,0,0,0
2021,8,25,1,1414,701,357,1828,DL,6584,TN123,484,460,30,11,21,ATL,ORD,280,23,50,0,None,0,9,22,4,0,0
2022,1,22,1,519,2021,567,1535,F9,890,TN456,388,419,403,0,0,JFK,DEN,2477,11,53,0,None,0,0,0,0,0,0
2019,3,15,6,1613,1924,479,229,F9,8022,TN123,81,365,302,0,0,ATL,ORD,1391,12,42,0,None,0,0,0,0,0,0
2021,1,27,7,276,1401,866,559,B6,8954,TN456,40,379,271,0,0,DEN,ATL,889,15,53,1,C,0,0,0,0,0,0
2019,9,9,7,1005,2119,1028,1173,UA,9216,TN123,340,261,213,39,0,SFO,ORD,1290,7,9,0,None,0,1,12,7,8,10
2021,2,24,2,2249,1437,1813,1878,UA,1681,TN123,117,113,349,12,9,LAX,ORD,2706,9,9,0,None,0,6,27,24,0,0
2021,9,25,4,213,126,1417,2255,B6,5952,TN123,256,118,214,32,0,ORD,ATL,2083,5,29,0,None,0,18,10,24,5,27
2019,4,10,6,605,1510,707,1084,F9,9254,TN321,143,256,100,30,2,SFO,DFW,1679,14,0,0,None,0,11,8,22,0,21
2020,2,20,5,477,1620,1050,1140,NK,6867,TN321,54,482,126,28,11,ORD,LAX,1139,16,30,0,None,1,15,10,3,4,14
2018,4,9,3,507,481,126,238,F9,9096,TN123,121,476,340,0,16,LAX,DFW,1950,10,34,1,C,0,0,0,0,0,0
2022,12,15,6,1098,1335,2182,2095,B6,134,TN321,489,140,437,5,0,DFW,LAX,2643,29,47,0,None,0,14,0,0,0,0
2021,11,23,3,1977,282,1652,1471,DL,6065,TN456,116,352,225,0,0,ATL,ATL,2181,18,28,0,None,0,0,0,0,0,0
2022,11,21,5,141,2121,7,1491,AA,1126,TN321,110,460,228,6,0,SFO,DFW,2867,29,12,0,None,0,8,0,13,0,0
2019,10,21,2,1717,2044,612,1316,DL,2040,TN789,279,447,146,0,11,LAX,DEN,1073,9,8,0,None,0,0,0,0,0,0
2022,6,1,7,460,238,1284,2045,AA,4189,TN789,279,41,53,33,0,ATL,JFK,1065,22,39,0,None,0,18,2,20,5,21
2019,11,2,3,669,1420,1222,516,UA,2850,TN123,454,56,83,22,0,LAX,SFO,2714,17,42,0,None,0,11,22,4,0,3
2022,7,26,1,2101,340,597,204,WN,3367,TN321,450,482,36,17,0,SFO,DEN,987,29,40,0,None,0,13,17,23,5,0
2018,3,19,6,2324,891,1763,2137,B6,2912,TN789,239,134,268,0,0,JFK,DFW,1888,8,10,0,None,0,0,0,0,0,0
2018,3,14,3,1844,1486,385,1131,DL,2592,TN123,468,115,124,28,0,SFO,DEN,1493,8,23,0,None,0,10,12,1,4,0
2018,12,8,5,1618,461,178,1213,UA,4284,TN789,38,481,364,0,25,JFK,ATL,2221,17,24,0,None,0,0,0,0,0,0
2018,10,6,7,399,1316,814,1784,DL,4262,TN123,128,402,127,2,15,ORD,DEN,1659,5,54,0,None,0,3,0,0,0,0
2018,12,12,1,667,797,1817,1382,F9,7135,TN789,65,185,241,8,18,ATL,JFK,722,15,57,0,None,0,0,0,20,0,0
2018,8,26,3,1522,732,357,1757,AA,245,TN789,86,228,195,37,0,JFK,JFK,1365,11,12,0,None,0,14,5,6,1,20
2019,5,27,7,1334,161,701,1679,B6,5129,TN321,92,458,247,0,5,JFK,DEN,556,1,13,0,None,0,0,0,0,0,0
2021,4,15,5,1294,1478,1750,6,F9,9372,TN123,367,415,209,32,11,DEN,LAX,2387,16,40,0,None,0,8,12,20,0,0
2022,7,14,2,1472,2312,781,1885,AA,4926,TN789,305,166,414,28,26,ORD,JFK,1523,25,2,0,None,0,18,18,3,4,1
2018,7,21,5,2159,1009,81,2315,F9,6832,TN123,242,492,232,29,8,ORD,LAX,2818,8,53,0,None,0,10,18,24,3,30
2019,9,1,2,238,131,184,295,AA,1779,TN321,332,60,423,0,0,ORD,ORD,1170,4,5,0,None,0,0,0,0,0,0
2019,9,28,7,1043,1857,2335,1410,AA,6311,TN789,49,193,240,13,12,ATL,ATL,2678,27,45,0,None,0,4,7,2,0,0
2019,5,11,7,1312,2167,882,263,F9,8629,TN456,276,142,343,23,0,DFW,DEN,2524,29,12,0,None,0,17,2,3,9,7
2021,12,28,1,1616,1915,506,2137,UA,6335,TN456,35,390,181,10,0,LAX,ATL,2370,16,0,0,None,0,15,0,24,0,0
2022,8,25,5,2244,1242,2041,852,B6,5907,TN456,102,300,317,12,4,LAX,ATL,2027,29,59,0,None,0,11,12,16,0,0
2021,10,3,4,1721,671,1485,1364,WN,8986,TN123,136,382,444,14,12,JFK,LAX,173,14,28,0,None,0,5,25,15,0,0
2020,1,19,6,1740,504,29,1352,DL,9473,TN321,122,475,268,0,13,DEN,JFK,2281,6,13,0,None,0,0,0,0,0,0
2019,9,18,4,1515,2156,1932,400,NK,9931,TN123,314,316,209,0,0,SFO,SFO,1878,26,11,0,None,0,0,0,0,0,0
2020,8,20,4,2211,1261,2078,356,AA,8642,TN123,490,440,420,20,1,SFO,DEN,1734,18,58,0,None,0,4,28,14,0,0
2018,6,28,4,1272,292,1316,833,B6,7669,TN456,385,287,31,0,0,DFW,SFO,405,5,25,0,None,0,0,0,0,0,0
2018,3,2,6,1044,2010,1196,434,DL,1955,TN321,248,230,87,11,13,ORD,ORD,1995,3,57,0,None,0,17,14,22,0,0
2021,3,25,4,1535,827,1151,118,B6,8807,TN789,396,328,60,0,10,LAX,DFW,1373,11,22,0,None,0,0,0,0,0,0
2022,8,28,2,535,186,85,1022,F9,7394,TN123,406,400,417,0,1,ATL,SFO,2688,18,2,0,None,0,0,0,0,0,0
2020,5,26,5,2158,1059,1338,1536,DL,8931,TN456,78,408,279,35,0,ORD,ORD,2424,29,59,0,None,0,7,2,10,6,34
2022,10,7,7,948,2303,2075,1418,B6,1632,TN123,393,30,145,9,8,ORD,LAX,936,5,13,0,None,0,11,0,12,0,0
2021,11,8,1,862,1458,2169,1702,WN,5037,TN123,419,240,245,28,4,JFK,ORD,1320,23,33,0,None,0,19,28,11,5,18
2018,7,19,4,1021,1642,1274,529,NK,3666,TN321,324,294,229,38,25,DFW,LAX,2747,21,22,0,None,0,0,5,0,0,23
2022,5,22,7,433,1031,682,302,B6,8261,TN789,317,217,352,23,2,SFO,LAX,539,13,9,0,None,0,15,16,3,4,5
2022,8,15,4,1403,1201,271,2249,NK,6875,TN123,206,415,349,13,0,JFK,SFO,2943,15,3,0,None,0,7,0,18,0,0
2018,10,10,1,782,2088,1835,155,B6,870,TN123,328,386,417,2,0,DFW,ATL,2203,21,38,1,A,0,16,0,0,0,0
2020,10,22,1,987,2160,2160,13,NK,9586,TN789,137,270,284,0,25,SFO,JFK,282,4,48,1,B,0,0,0,0,0,0
2018,4,1,4,168,853,1729,888,AA,3192,TN321,313,471,190,0,4,JFK,DEN,1337,4,9,0,None,0,0,0,0,0,0
2022,2,6,2,708,2125,1417,1196,NK,3120,TN123,330,222,423,27,6,LAX,DFW,424,16,23,0,None,0,8,11,12,3,13
2020,3,13,7,964,718,18,444,NK,2116,TN321,94,139,20,9,28,SFO,LAX,2926,3,33,0,None,1,2,0,20,0,0
2020,8,14,1,1602,1846,1875,2169,AA,7253,TN321,335,425,383,22,20,LAX,LAX,1889,10,23,0,None,0,0,3,18,3,0
2018,11,3,5,228,877,464,2231,AA,377,TN123,83,468,368,37,0,SFO,SFO,2323,23,55,0,None,0,17,2,15,5,22
2022,7,11,7,1184,401,690,1843,F9,1942,TN789,336,423,228,43,21,ORD,SFO,2764,5,24,0,None,0,17,6,22,3,0
2021,2,3,5,426,63,1010,48,NK,205,TN123,328,140,260,18,20,DEN,ATL,1048,29,51,0,None,0,5,27,21,0,0
2022,6,19,7,121,1448,1214,180,B6,8937,TN123,349,94,91,18,0,SFO,DFW,1277,22,14,0,None,0,11,22,24,3,0
2019,9,10,2,2196,372,1516,1417,WN,7055,TN456,59,94,292,1,25,ORD,LAX,492,11,11,0,None,0,18,0,0,0,0
2021,4,27,6,110,305,162,2188,DL,5949,TN789,275,346,108,23,0,ATL,DEN,1487,10,0,0,None,0,12,22,2,0,22
2020,9,15,3,1244,2256,1635,529,AA,7247,TN456,239,264,39,0,14,DEN,SFO,2505,26,41,0,None,0,0,0,0,0,0
2021,2,11,2,1927,931,294,1675,UA,9742,TN789,250,124,334,7,0,LAX,SFO,2128,8,55,0,None,0,0,0,10,0,0
2020,2,15,4,63,1990,578,583,B6,4421,TN123,199,488,160,0,37,DEN,DEN,1179,23,8,0,None,0,0,0,0,0,0
2020,9,26,3,1377,1415,1767,1777,WN,2426,TN321,451,226,396,0,6,DEN,ATL,1407,19,58,0,None,0,0,0,0,0,0
2021,12,27,4,908,361,1585,1286,WN,3974,TN456,372,320,352,11,16,LAX,LAX,1786,12,13,1,C,0,3,1,24,0,0
2020,7,24,5,1771,1287,2349,2190,AA,671,TN456,243,424,194,0,5,ATL,DFW,2050,22,40,0,None,0,0,0,0,0,0
2020,7,13,1,1508,715,1331,706,F9,3418,TN456,351,225,69,0,0,SFO,ATL,2085,27,53,0,None,0,0,0,0,0,0
2019,1,5,7,12,1645,2171,293,AA,3066,TN456,98,67,113,13,1,ATL,ATL,1312,14,30,0,None,0,10,25,6,0,0
2022,11,4,4,1176,542,194,1561,F9,1728,TN789,263,399,187,24,0,JFK,SFO,1717,2,23,0,None,0,4,2,10,4,19
2022,6,13,5,238,1547,841,1532,UA,5977,TN321,44,68,410,44,7,DFW,ORD,1139,4,55,0,None,0,14,20,0,4,4
2019,7,9,2,662,1662,1866,421,UA,4027,TN321,474,178,74,0,0,SFO,ATL,2334,18,52,0,None,0,0,0,0,0,0
2021,11,25,4,1109,2241,1791,1594,AA,7863,TN123,395,405,70,0,0,JFK,ORD,845,14,51,0,None,0,0,0,0,0,0
2018,6,17,5,693,651,488,660,DL,6065,TN123,163,193,351,0,0,DFW,SFO,2420,27,9,0,None,0,0,0,0,0,0
2018,6,2,1,1181,1050,2247,2106,NK,3815,TN456,235,395,405,0,0,ATL,SFO,2642,6,41,0,None,0,0,0,0,0,0
2018,2,24,7,1504,1069,1603,2305,AA,1704,TN123,53,249,289,15,0,SFO,ORD,2754,2,42,0,None,0,10,18,10,0,0
2019,6,5,4,1902,646,445,2213,AA,7622,TN123,406,485,381,4,0,ATL,JFK,2118,7,17,0,None,0,14,0,0,0,0
2019,4,16,6,75,1852,79,1958,WN,7431,TN789,114,305,164,0,13,DFW,LAX,315,29,2,0,None,0,0,0,0,0,0
2020,9,7,5,328,1081,744,2051,AA,4542,TN123,171,72,96,11,0,JFK,DEN,1804,25,58,0,None,0,16,13,23,0,0
2018,12,1,4,1439,948,1860,2050,AA,54,TN123,169,267,148,35,0,DFW,DFW,1416,12,11,0,None,0,5,2,4,4,12
2021,1,28,1,1252,960,1465,368,AA,692,TN123,468,434,394,0,8,JFK,JFK,2260,15,34,0,None,0,0,0,0,0,0
2021,8,26,7,2199,2096,930,538,DL,6067,TN321,353,192,130,13,3,ATL,ATL,2177,7,43,0,None,0,12,18,5,0,0
2018,5,12,4,71,802,1934,730,WN,8449,TN321,151,349,20,36,14,LAX,JFK,2485,21,53,0,None,1,8,3,5,5,30
2018,1,21,4,224,1680,271,896,B6,3433,TN123,329,136,386,0,0,ATL,LAX,1342,8,22,0,None,0,0,0,0,0,0
2018,4,11,7,810,1607,1366,1067,B6,834,TN456,370,317,45,3,11,JFK,DFW,1079,1,21,0,None,0,18,0,0,0,0
2019,1,12,6,2048,1402,2171,563,B6,5795,TN321,494,321,135,0,0,LAX,ATL,1919,21,10,0,None,0,0,0,0,0,0
2019,6,19,5,677,2057,1513,2249,B6,9354,TN789,208,134,193,32,0,LAX,DEN,140,26,45,0,None,0,16,16,3,9,3
2019,2,26,3,290,725,685,463,WN,3523,TN789,237,98,32,13,3,LAX,DEN,1376,19,48,0,None,0,6,15,14,0,0
2022,5,12,7,1481,2271,1726,1034,AA,8665,TN789,495,138,53,0,1,SFO,ORD,1936,22,22,0,None,0,0,0,0,0,0
2021,7,12,4,2251,1404,651,14,B6,5861,TN123,195,209,337,1,5,DFW,ORD,452,26,11,0,None,0,15,0,0,0,0
2021,2,14,3,1225,202,296,1353,AA,2027,TN456,70,161,251,23,16,ORD,SFO,723,0,28,0,None,0,12,21,0,8,1
2020,6,2,2,565,941,1142,2277,NK,9830,TN789,151,36,92,0,0,ATL,DFW,300,19,24,0,None,0,0,0,0,0,0
2019,6,2,4,1815,588,620,10,NK,3549,TN456,73,369,70,0,7,DEN,ATL,1571,12,23,1,A,0,0,0,0,0,0
2022,5,25,3,510,570,1654,1656,B6,906,TN789,104,484,230,9,0,DEN,ORD,2363,12,58,0,None,0,16,0,17,0,0
2022,5,4,2,923,195,1654,1247,DL,6365,TN456,377,437,234,22,9,ATL,LAX,2800,10,52,0,None,0,15,8,10,1,16
2021,3,20,6,2325,1345,1672,1760,AA,1184,TN123,301,178,60,14,10,LAX,JFK,321,9,3,0,None,0,15,10,13,0,0
2019,10,23,5,15,417,254,1660,WN,1089,TN123,463,214,330,0,0,DFW,JFK,2129,19,36,0,None,0,0,0,0,0,0
2020,10,26,4,355,1642,1287,1763,F9,1193,TN789,195,486,431,24,8,JFK,JFK,324,5,28,0,None,0,0,16,18,8,2
2019,11,16,5,829,1365,28,541,DL,2129,TN789,279,432,113,28,11,DFW,SFO,2266,15,2,0,None,0,16,17,18,6,27
2018,12,10,2,1101,8,1058,1529,F9,5388,TN321,115,497,208,25,5,LAX,ORD,1233,25,30,0,None,0,4,3,3,3,0
2019,2,13,5,1090,531,748,1742,DL,3452,TN789,418,185,154,5,8,ATL,DFW,2008,26,24,1,D,0,3,0,0,0,0
2018,7,2,5,1746,148,1317,1180,WN,332,TN321,166,445,225,0,5,SFO,LAX,2717,5,46,0,None,0,0,0,0,0,0
2018,1,3,7,213,1552,601,1422,DL,9404,TN321,362,319,21,33,0,DEN,DEN,2619,21,36,0,None,0,0,6,14,1,26
2020,6,19,1,1720,1035,1091,928,NK,1049,TN123,68,274,223,0,0,DFW,LAX,1636,19,22,0,None,0,0,0,0,0,0
2021,6,6,2,448,475,130,1426,AA,2276,TN123,116,301,260,7,5,SFO,JFK,1668,20,54,0,None,0,18,0,15,0,0
2019,3,19,5,1568,1617,110,1112,UA,5238,TN321,184,67,277,23,1,SFO,DFW,2844,12,48,0,None,0,3,23,14,1,22
2018,2,27,3,709,1979,830,1889,UA,6386,TN789,189,144,175,30,0,LAX,DEN,2356,26,21,0,None,0,13,0,1,1,3
2019,12,21,2,379,1076,665,2233,B6,1635,TN321,93,366,73,0,0,DFW,ATL,2841,11,28,0,None,0,0,0,0,0,0
2021,2,20,1,1888,205,1066,894,NK,7649,TN789,252,488,113,31,1,LAX,DFW,706,7,35,0,None,0,0,28,3,5,18
2021,9,19,4,1047,744,874,2126,B6,503,TN123,446,148,333,0,0,DFW,ORD,537,29,50,0,None,0,0,0,0,0,0
2022,11,8,6,538,912,1317,2192,AA,3570,TN789,391,161,80,21,0,DEN,DFW,345,2,12,0,None,0,3,13,24,8,34
2021,5,14,5,752,53,284,2061,WN,9272,TN321,375,85,379,18,21,DFW,DFW,1011,12,2,0,None,0,5,11,22,9,0
2020,7,10,3,534,1603,563,1654,AA,7317,TN789,175,453,187,6,7,ATL,DFW,968,21,45,0,None,0,13,0,20,0,0
2018,12,3,1,672,1826,18,1,B6,9527,TN321,233,149,293,0,0,SFO,DEN,347,29,21,0,None,0,0,0,0,0,0
2022,5,6,2,1064,343,546,2113,DL,4648,TN789,96,79,417,0,0,ORD,DFW,490,0,48,0,None,0,0,0,0,0,0
2020,7,15,6,567,1192,47,2293,F9,4019,TN321,34,394,44,24,39,LAX,ATL,2392,9,52,0,None,0,10,24,24,1,11
2019,4,23,6,1436,1932,1768,1625,NK,4217,TN123,491,402,413,14,2,SFO,DFW,2119,26,35,0,None,0,17,14,7,0,0
2018,8,23,5,414,1184,2042,1713,AA,5892,TN321,88,453,375,16,11,ORD,ORD,2916,21,9,0,None,0,15,10,20,0,0
2021,11,18,1,448,702,218,571,AA,5232,TN123,105,391,67,0,0,DEN,SFO,1269,24,55,0,None,0,0,0,0,0,0
2018,10,14,1,609,1310,765,435,WN,8215,TN321,289,111,208,0,10,DEN,JFK,1549,28,8,0,None,0,0,0,0,0,0
2019,11,19,3,2001,1898,2078,1711,B6,7849,TN321,277,399,72,14,0,SFO,LAX,2954,14,55,0,None,1,9,8,3,0,0
2022,10,28,4,1797,198,2306,382,AA,7432,TN456,45,78,260,0,0,SFO,DEN,1917,10,54,0,None,0,0,0,0,0,0
2022,7,26,4,704,388,307,1733,DL,480,TN456,104,77,412,14,0,ORD,ORD,1316,15,18,0,None,0,13,26,24,0,0
2022,10,10,7,2286,473,2354,1083,F9,2355,TN456,385,163,414,0,0,DEN,ATL,736,23,7,0,None,0,0,0,0,0,0
2021,5,15,4,1065,1404,567,1949,DL,4865,TN456,406,267,46,6,9,DEN,DFW,224,20,32,0,None,0,14,0,24,0,0
2020,11,4,7,733,764,1122,1434,UA,1144,TN789,205,411,78,0,0,JFK,DEN,1692,22,19,0,None,0,0,0,0,0,0
2020,6,23,6,799,1654,2068,1106,B6,2334,TN123,351,418,205,9,15,LAX,JFK,1609,20,29,0,None,0,18,0,14,0,0
2018,5,2,6,2057,591,230,73,DL,5084,TN123,490,364,160,0,0,LAX,DEN,296,2,34,0,None,0,0,0,0,0,0
2021,7,3,2,1860,1848,81,1334,WN,7953,TN456,165,202,414,30,0,LAX,DEN,2361,8,58,0,None,0,19,20,3,1,25
2022,12,7,6,2186,1095,216,2073,F9,7575,TN789,457,429,76,0,10,ATL,JFK,2608,26,30,0,None,0,0,0,0,0,0
2022,2,23,6,1890,981,334,1400,B6,5272,TN321,306,397,214,26,0,JFK,JFK,2676,6,18,0,None,0,1,12,10,1,33
2019,5,16,1,730,167,558,834,DL,2646,TN321,311,174,385,0,3,ATL,ORD,597,23,49,0,None,0,0,0,0,0,0
2019,10,10,2,195,283,873,1203,AA,5445,TN123,448,216,125,17,10,ATL,JFK,490,15,54,0,None,0,5,15,12,0,0
2022,3,19,1,1097,1198,752,773,B6,6068,TN123,428,149,299,14,6,JFK,SFO,969,22,45,0,None,0,8,17,8,0,0
2022,9,28,3,1638,1243,593,2313,DL,839,TN789,197,213,187,0,0,ATL,SFO,367,6,13,0,None,0,0,0,0,0,0
2021,6,17,7,1658,890,1822,1403,NK,7414,TN321,59,386,354,0,0,ORD,LAX,1417,7,9,0,None,0,0,0,0,0,0
2020,10,28,7,1125,2181,1678,76,AA,8192,TN789,351,392,265,25,0,JFK,LAX,1338,23,2,0,None,0,2,20,20,6,24
2019,3,19,3,263,1654,552,1072,UA,5036,TN321,365,108,359,8,0,JFK,JFK,538,21,54,0,None,0,4,0,13,0,0
2020,7,5,7,919,121,1482,1403,F9,2210,TN456,298,192,233,0,2,SFO,ATL,921,28,33,0,None,0,0,0,0,0,0
2021,4,23,2,160,832,782,1732,B6,9585,TN456,30,37,21,0,24,LAX,JFK,1707,19,50,0,None,0,0,0,0,0,0
2022,3,20,2,1256,1922,2134,869,B6,5049,TN789,200,128,418,0,34,DEN,ORD,1138,4,27,0,None,0,0,0,0,0,0
2020,8,13,6,1810,1021,512,2346,DL,1960,TN123,441,346,323,38,1,DFW,ORD,1153,5,18,0,None,0,7,25,24,6,28
2022,4,13,7,769,1993,983,1083,UA,276,TN789,158,385,373,35,9,ATL,ORD,2714,26,38,0,None,0,13,20,11,1,30
2022,11,11,3,310,894,586,1380,WN,4625,TN789,197,56,201,38,0,DEN,JFK,2768,8,25,0,None,0,15,1,7,3,23
2018,1,11,5,226,1515,1501,2204,DL,9652,TN321,447,491,321,38,0,LAX,DFW,1359,4,3,0,None,0,8,17,4,7,2
2020,6,16,4,272,288,955,973,DL,9151,TN321,426,404,202,0,0,ORD,ORD,2463,8,11,0,None,0,0,0,0,0,0
2020,10,15,6,316,1076,742,1225,WN,1842,TN321,90,305,114,6,0,SFO,ORD,2097,29,25,0,None,0,15,0,18,0,0
2022,11,17,4,1922,1371,448,1802,WN,4146,TN321,146,342,433,0,0,JFK,DEN,747,24,6,0,None,0,0,0,0,0,0
2021,11,22,3,2338,1074,587,1790,WN,5676,TN123,351,483,175,22,0,DEN,JFK,1298,23,2,0,None,0,5,17,13,6,12
2018,1,18,7,1492,838,259,1558,F9,7058,TN123,152,308,199,1,0,DFW,JFK,2011,9,25,0,None,0,6,0,0,0,0
2022,5,28,7,1894,39,93,1188,WN,8182,TN456,289,385,116,0,3,DEN,SFO,940,5,56,0,None,0,0,0,0,0,0
2019,7,19,4,1601,2297,1020,1051,NK,488,TN789,255,233,444,0,5,JFK,DEN,2889,0,1,0,None,0,0,0,0,0,0
2019,6,4,5,1792,2265,1959,313,WN,2128,TN456,426,415,388,0,0,LAX,SFO,2985,12,11,0,None,0,0,0,0,0,0
2018,2,22,7,1450,178,1375,1588,AA,5406,TN321,321,440,296,19,8,DEN,DEN,2207,4,58,0,None,0,18,23,14,9,0
2021,11,22,5,1925,182,1131,1307,AA,6705,TN789,381,189,257,15,1,JFK,ORD,2634,26,31,0,None,0,10,21,14,0,0
2022,4,23,1,566,1759,2142,1321,WN,7266,TN321,474,207,362,0,0,ORD,ORD,836,18,50,0,None,0,0,0,0,0,0
2020,11,5,2,251,1187,867,2023,F9,5598,TN789,215,221,317,23,7,SFO,JFK,736,15,59,0,None,0,5,0,17,1,17
2018,2,7,4,1556,1769,90,1372,F9,1941,TN123,114,69,32,11,25,LAX,DEN,684,14,37,0,None,0,9,8,22,0,0
2021,11,2,7,2354,1400,1479,635,UA,7736,TN321,247,389,320,0,0,ATL,ATL,2527,24,10,0,None,0,0,0,0,0,0
2020,1,1,5,674,704,954,1230,F9,4351,TN789,172,265,365,0,0,SFO,ATL,2208,13,31,0,None,0,0,0,0,0,0
2019,3,12,7,2311,496,22,416,NK,960,TN789,119,62,201,0,10,LAX,LAX,516,13,59,0,None,0,0,0,0,0,0
2019,3,10,2,2115,596,1725,438,NK,6631,TN321,370,58,422,23,11,DEN,DFW,2620,3,44,0,None,0,2,27,8,7,15
2020,12,8,2,1602,473,22,164,UA,5793,TN123,297,62,174,34,6,JFK,DFW,1815,6,14,0,None,0,4,2,8,2,29
2018,7,1,1,513,684,1721,1582,WN,2564,TN123,105,129,443,0,2,DFW,LAX,2514,21,53,0,None,0,0,0,0,0,0
